120,1002,play,2023-09-02 09:01:10,tablet,APAC,S9T
125,1003,pause,2023-09-02 09:03:15,mobile,US,T0U
130,1004,skip,2023-09-02 09:05:20,desktop,EU,U1V
127,1005,forward,2023-09-02 09:07:25,tablet,APAC,V2W
122,1006,play,2023-09-02 09:09:30,mobile,US,W3X
124,1007,pause,2023-09-02 09:11:35,desktop,EU,X4Y
128,1008,skip,2023-09-02 09:13:40,tablet,APAC,Y5Z
126,1009,forward,2023-09-02 09:15:45,mobile,US,Z6A
129,1010,play,2023-09-02 09:17:50,desktop,EU,A7B
131,1000,pause,2023-09-02 09:19:55,tablet,APAC,B8C
132,1001,skip,2023-09-02 09:22:00,mobile,US,C9D
123,1002,forward,2023-09-02 09:24:05,desktop,EU,D0E
127,1003,play,2023-09-02 09:26:10,tablet,APAC,E1F
125,1004,pause,2023-09-02 09:28:15,mobile,US,F2G
120,1005,skip,2023-09-02 09:30:20,desktop,EU,G3H
124,1006,forward,2023-09-02 09:32:25,tablet,APAC,H4I
130,1007,play,2023-09-02 09:34:30,mobile,US,I5J
128,1008,pause,2023-09-02 09:36:35,desktop,EU,J6K
126,1009,skip,2023-09-02 09:38:40,tablet,APAC,K7L
131,1010,forward,2023-09-02 09:40:45,mobile,US,L8M
