user_id,content_id,action,timestamp,device,region,session_id
109,1010,skip,2023-09-03 20:41:00,desktop,APAC,S2046
106,1004,forward,2023-09-03 01:37:00,desktop,US,S1078
133,1001,forward,2023-09-03 04:08:00,desktop,EU,S3109
161,1010,play,2023-09-03 09:00:00,mobile,EU,S4962
141,1005,forward,2023-09-03 05:08:00,desktop,US,S4279
168,1004,forward,2023-09-03 12:23:00,desktop,APAC,S4133
172,1004,forward,2023-09-03 05:01:00,desktop,EU,S7045
122,1000,pause,2023-09-03 00:23:00,tablet,US,S3515
126,1000,forward,2023-09-03 03:04:00,mobile,EU,S2764
114,1006,forward,2023-09-03 15:43:00,tablet,APAC,S9888
108,1003,forward,2023-09-03 07:55:00,tablet,APAC,S3515
154,1007,play,2023-09-03 12:35:00,tablet,US,S8634
173,1003,skip,2023-09-03 09:52:00,desktop,US,S1066
158,1009,skip,2023-09-03 11:15:00,tablet,APAC,S9321
175,1002,play,2023-09-03 06:14:00,desktop,EU,S7723
140,1002,forward,2023-09-03 07:15:00,mobile,APAC,S5472
139,1001,forward,2023-09-03 23:36:00,desktop,APAC,S9321
140,1009,play,2023-09-03 02:25:00,tablet,APAC,S9278
105,1008,play,2023-09-03 19:38:00,desktop,US,S5056
168,1009,play,2023-09-03 04:51:00,mobile,US,S2707
108,1003,play,2023-09-03 23:54:00,desktop,EU,S9217
185,1004,pause,2023-09-03 08:34:00,tablet,APAC,S1828
177,1010,pause,2023-09-03 04:05:00,tablet,US,S4198
176,1010,skip,2023-09-03 06:06:00,mobile,US,S9278
164,1007,pause,2023-09-03 12:10:00,tablet,US,S3750
