user_id,content_id,action,timestamp,device,region,session_id
124,1000,pause,2023-09-05 01:21:00,mobile,US,S8031
140,1006,pause,2023-09-05 05:25:00,mobile,EU,S1654
162,1004,forward,2023-09-05 07:51:00,desktop,APAC,S3008
177,1001,play,2023-09-05 04:20:00,desktop,US,S3339
200,1009,forward,2023-09-05 13:36:00,mobile,APAC,S7835
113,1008,pause,2023-09-05 17:28:00,tablet,APAC,S5472
187,1001,skip,2023-09-05 09:46:00,mobile,US,S4279
124,1002,forward,2023-09-05 09:48:00,desktop,APAC,S7045
148,1007,play,2023-09-05 05:55:00,mobile,US,S2764
191,1002,skip,2023-09-05 04:57:00,tablet,US,S4133
143,1007,play,2023-09-05 17:25:00,tablet,US,S4133
197,1001,forward,2023-09-05 08:36:00,mobile,EU,S2046
194,1003,play,2023-09-05 01:31:00,desktop,APAC,S6972
116,1006,play,2023-09-05 15:01:00,mobile,EU,S2764
112,1005,forward,2023-09-05 05:50:00,desktop,EU,S3655
154,1004,skip,2023-09-05 16:12:00,tablet,APAC,S9874
166,1001,play,2023-09-05 07:33:00,mobile,APAC,S1654
130,1010,play,2023-09-05 10:53:00,desktop,US,S2406
130,1004,pause,2023-09-05 23:45:00,mobile,EU,S3655
150,1005,forward,2023-09-05 04:08:00,tablet,EU,S4962
142,1003,pause,2023-09-05 12:42:00,desktop,US,S2764
108,1007,pause,2023-09-05 17:40:00,tablet,US,S9318
107,1010,play,2023-09-05 14:29:00,mobile,EU,S2764
194,1002,forward,2023-09-05 11:04:00,mobile,APAC,S9685
185,1001,pause,2023-09-05 06:13:00,mobile,APAC,S3339
