user_id,content_id,action,timestamp,device,region,session_id
160,1009,skip,2023-09-07 13:14:00,mobile,EU,S2707
171,1008,forward,2023-09-07 14:00:00,tablet,APAC,S1078
198,1004,play,2023-09-07 07:25:00,desktop,US,S9594
179,1009,skip,2023-09-07 07:56:00,tablet,EU,S6650
155,1002,forward,2023-09-07 05:00:00,mobile,APAC,S2406
184,1008,forward,2023-09-07 09:34:00,tablet,US,S2863
147,1010,play,2023-09-07 19:39:00,tablet,EU,S5472
140,1009,play,2023-09-07 16:37:00,desktop,US,S7045
171,1008,play,2023-09-07 21:24:00,mobile,EU,S3570
100,1009,skip,2023-09-07 15:34:00,desktop,EU,S4133
170,1004,pause,2023-09-07 21:01:00,tablet,US,S9888
146,1010,pause,2023-09-07 13:55:00,mobile,APAC,S4751
174,1006,play,2023-09-07 15:47:00,desktop,US,S2764
174,1003,play,2023-09-07 00:40:00,tablet,EU,S4279
192,1010,pause,2023-09-07 09:48:00,mobile,APAC,S4547
187,1009,skip,2023-09-07 19:52:00,desktop,US,S1828
140,1010,forward,2023-09-07 01:19:00,desktop,EU,S4279
136,1001,play,2023-09-07 21:05:00,tablet,US,S7045
113,1007,pause,2023-09-07 14:21:00,desktop,US,S3109
127,1000,pause,2023-09-07 07:07:00,mobile,APAC,S1828
141,1001,forward,2023-09-07 04:37:00,tablet,EU,S5472
164,1001,skip,2023-09-07 09:25:00,tablet,US,S3167
100,1001,skip,2023-09-07 23:55:00,desktop,US,S8031
195,1007,pause,2023-09-07 01:35:00,desktop,APAC,S2707
113,1009,forward,2023-09-07 02:32:00,mobile,APAC,S1066
