user_id,content_id,action,timestamp,device,region,session_id
131,1002,forward,2023-09-03 21:59:45,tablet,APAC,S6450
172,1003,skip,2023-09-03 00:16:13,mobile,EU,S7978
121,1001,pause,2023-09-03 16:25:22,tablet,APAC,S9988
184,1001,play,2023-09-03 15:41:40,mobile,EU,S5234
109,1003,play,2023-09-03 16:18:38,tablet,US,S3219
131,1008,play,2023-09-03 13:51:16,tablet,EU,S5980
156,1004,play,2023-09-03 22:19:59,desktop,APAC,S5085
196,1002,pause,2023-09-03 17:17:35,desktop,EU,S2903
138,1003,play,2023-09-03 03:33:30,tablet,EU,S8327
194,1002,skip,2023-09-03 08:01:51,tablet,APAC,S4739
175,1002,skip,2023-09-03 22:59:03,mobile,APAC,S5339
192,1004,forward,2023-09-03 14:44:39,desktop,US,S5268
125,1004,skip,2023-09-03 14:21:16,desktop,EU,S5071
106,1005,pause,2023-09-03 08:16:08,desktop,US,S7634
150,1009,play,2023-09-03 07:01:41,desktop,APAC,S9300
133,1004,play,2023-09-03 14:14:18,tablet,EU,S4819
166,1003,forward,2023-09-03 16:52:34,mobile,APAC,S3812
168,1009,forward,2023-09-03 03:29:17,desktop,US,S5506
200,1009,skip,2023-09-03 14:22:24,tablet,EU,S6580
181,1002,play,2023-09-03 16:03:41,tablet,EU,S8247
