user_id,content_id,action,timestamp,device,region,session_id
143,1007,pause,2023-09-07 07:32:20,desktop,EU,S8592
195,1007,play,2023-09-07 17:16:53,tablet,APAC,S6209
151,1008,forward,2023-09-07 00:34:10,mobile,EU,S1357
197,1009,forward,2023-09-07 20:13:17,desktop,EU,S4770
127,1004,play,2023-09-07 00:31:44,desktop,EU,S4412
124,1005,play,2023-09-07 17:28:09,desktop,US,S4761
116,1002,play,2023-09-07 01:15:16,desktop,APAC,S9695
144,1000,pause,2023-09-07 00:48:50,tablet,APAC,S2826
117,1007,play,2023-09-07 09:43:04,desktop,APAC,S4458
116,1000,pause,2023-09-07 14:59:44,desktop,US,S8937
194,1000,pause,2023-09-07 22:23:54,desktop,EU,S7298
100,1009,pause,2023-09-07 16:47:23,tablet,EU,S4405
162,1006,play,2023-09-07 05:39:12,mobile,EU,S5387
120,1000,skip,2023-09-07 12:51:49,mobile,US,S6943
189,1002,forward,2023-09-07 22:32:02,mobile,EU,S2845
166,1005,pause,2023-09-07 22:05:11,mobile,EU,S9422
182,1000,forward,2023-09-07 13:22:39,mobile,APAC,S7788
162,1003,pause,2023-09-07 13:34:40,mobile,US,S8795
137,1003,skip,2023-09-07 01:00:58,mobile,EU,S2729
173,1005,pause,2023-09-07 14:05:05,mobile,EU,S3510
200,1000,skip,2023-09-07 00:39:26,mobile,APAC,S5892
135,1009,pause,2023-09-07 22:55:06,mobile,APAC,S7915
146,1005,pause,2023-09-07 07:21:56,mobile,APAC,S5030
122,1007,forward,2023-09-07 14:08:53,tablet,APAC,S5341
111,1002,skip,2023-09-07 00:36:06,mobile,US,S2463
183,1000,skip,2023-09-07 22:38:58,tablet,APAC,S1614
117,1001,play,2023-09-07 12:01:47,mobile,EU,S7280
165,1007,play,2023-09-07 15:52:59,tablet,APAC,S2808
