user_id,content_id,action,timestamp,device,region,session_id
190,1004,pause,2023-09-05 13:25:57,mobile,US,S4389
106,1009,pause,2023-09-05 11:50:10,mobile,US,S6015
108,1001,skip,2023-09-05 01:14:11,mobile,US,S3534
132,1000,pause,2023-09-05 12:42:44,desktop,US,S5419
183,1000,pause,2023-09-05 11:11:38,mobile,EU,S2545
112,1007,forward,2023-09-05 11:12:55,mobile,APAC,S3246
167,1006,skip,2023-09-05 06:47:49,mobile,APAC,S2570
135,1001,skip,2023-09-05 08:22:14,mobile,APAC,S2868
124,1002,forward,2023-09-05 16:51:14,mobile,US,S5312
173,1002,pause,2023-09-05 02:51:16,tablet,US,S3170
192,1008,pause,2023-09-05 15:48:47,tablet,EU,S1791
124,1003,play,2023-09-05 21:41:02,tablet,EU,S7237
146,1000,pause,2023-09-05 19:23:42,desktop,EU,S7711
191,1002,play,2023-09-05 03:01:42,mobile,EU,S6867
150,1002,forward,2023-09-05 12:07:21,mobile,US,S7570
182,1001,forward,2023-09-05 07:47:16,tablet,US,S7260
108,1005,skip,2023-09-05 18:09:33,desktop,APAC,S4733
176,1008,skip,2023-09-05 08:09:25,tablet,EU,S9671
196,1003,skip,2023-09-05 01:39:44,mobile,EU,S4983
196,1008,pause,2023-09-05 01:07:30,mobile,APAC,S1496
117,1008,pause,2023-09-05 23:24:03,mobile,US,S8471
139,1003,skip,2023-09-05 16:12:12,desktop,APAC,S2688
184,1009,forward,2023-09-05 12:32:01,desktop,US,S5218
