user_id,content_id,action,timestamp,device,region,session_id
187,1004,skip,2023-09-01 16:16:44,tablet,US,S1144
138,1002,pause,2023-09-01 18:57:08,tablet,US,S9276
162,1002,forward,2023-09-01 08:14:32,desktop,APAC,S6948
196,1000,forward,2023-09-01 22:38:07,desktop,US,S8778
166,1006,pause,2023-09-01 06:59:17,tablet,APAC,S7002
142,1005,play,2023-09-01 17:00:40,tablet,EU,S3864
196,1008,forward,2023-09-01 19:01:45,mobile,EU,S3777
184,1001,skip,2023-09-01 16:56:42,tablet,APAC,S6599
131,1009,play,2023-09-01 13:57:46,mobile,APAC,S4999
121,1000,pause,2023-09-01 14:26:00,tablet,US,S3197
173,1005,forward,2023-09-01 04:39:09,tablet,APAC,S2949
192,1006,forward,2023-09-01 21:42:41,desktop,EU,S7441
166,1009,pause,2023-09-01 21:47:12,mobile,EU,S8672
149,1007,skip,2023-09-01 09:45:36,mobile,US,S4966
135,1002,pause,2023-09-01 05:28:37,mobile,APAC,S3364
107,1000,forward,2023-09-01 04:46:30,desktop,US,S7360
173,1005,skip,2023-09-01 19:30:40,mobile,US,S9380
140,1008,pause,2023-09-01 07:09:02,mobile,US,S2868
113,1007,pause,2023-09-01 06:17:13,desktop,APAC,S5121
175,1004,play,2023-09-01 05:34:18,tablet,US,S7994
119,1004,pause,2023-09-01 09:58:41,desktop,EU,S6208
197,1009,skip,2023-09-01 05:44:03,desktop,US,S2755
199,1008,skip,2023-09-01 05:11:57,desktop,EU,S8103
188,1001,play,2023-09-01 02:04:43,desktop,EU,S5720
130,1001,play,2023-09-01 23:46:50,mobile,US,S6310
182,1006,forward,2023-09-01 22:17:13,mobile,US,S1639
153,1004,play,2023-09-01 22:42:10,desktop,EU,S7468
131,1006,pause,2023-09-01 14:53:09,mobile,EU,S4328
