user_id,content_id,action,timestamp,device,region,session_id
162,1008,pause,2023-09-02 15:42:04,tablet,US,S2334
113,1009,skip,2023-09-02 16:15:21,desktop,US,S9604
140,1003,skip,2023-09-02 00:47:05,mobile,APAC,S1466
146,1006,pause,2023-09-02 09:37:41,desktop,EU,S2446
120,1000,skip,2023-09-02 10:10:18,mobile,APAC,S2470
117,1009,forward,2023-09-02 17:26:45,mobile,APAC,S2616
124,1009,skip,2023-09-02 01:17:03,mobile,APAC,S8194
147,1001,skip,2023-09-02 14:27:38,tablet,APAC,S3232
133,1000,play,2023-09-02 05:09:33,mobile,US,S5455
179,1002,play,2023-09-02 17:12:47,tablet,APAC,S5382
105,1003,forward,2023-09-02 16:05:48,desktop,EU,S1279
113,1006,skip,2023-09-02 00:33:15,desktop,US,S3766
181,1002,play,2023-09-02 07:34:51,tablet,EU,S7866
176,1008,skip,2023-09-02 12:18:23,mobile,EU,S4826
172,1003,play,2023-09-02 07:19:06,desktop,APAC,S3996
164,1002,skip,2023-09-02 09:53:44,tablet,US,S1892
121,1003,pause,2023-09-02 17:01:30,mobile,APAC,S9754
148,1005,pause,2023-09-02 18:37:49,tablet,APAC,S4026
161,1000,pause,2023-09-02 03:29:40,tablet,APAC,S4680
182,1008,pause,2023-09-02 09:22:13,tablet,APAC,S6540
117,1007,forward,2023-09-02 00:35:03,desktop,APAC,S4491
129,1001,pause,2023-09-02 05:45:14,desktop,US,S7065
163,1009,skip,2023-09-02 00:03:10,tablet,US,S6042
