user_id,content_id,action,timestamp,device,region,session_id
190,1001,skip,2023-09-01 21:24:00,desktop,APAC,S8474
113,1004,skip,2023-09-01 15:06:00,desktop,US,S8482
117,1005,forward,2023-09-01 06:33:00,tablet,APAC,S3321
145,1006,forward,2023-09-01 17:01:00,tablet,US,S1599
139,1003,play,2023-09-01 21:01:00,tablet,US,S1295
138,1010,pause,2023-09-01 20:14:00,desktop,US,S3034
112,1001,play,2023-09-01 17:19:00,mobile,EU,S8111
198,1000,play,2023-09-01 08:55:00,desktop,US,S8764
126,1009,pause,2023-09-01 22:06:00,desktop,APAC,S9949
141,1009,skip,2023-09-01 09:01:00,desktop,US,S4333
144,1005,skip,2023-09-01 12:01:00,desktop,APAC,S2536
153,1008,forward,2023-09-01 20:46:00,desktop,EU,S7794
129,1005,forward,2023-09-01 07:33:00,mobile,APAC,S7134
162,1003,play,2023-09-01 12:58:00,desktop,APAC,S3384
120,1004,pause,2023-09-01 00:41:00,tablet,EU,S3225
158,1005,pause,2023-09-01 01:31:00,desktop,EU,S9708
168,1001,pause,2023-09-01 02:33:00,desktop,EU,S6601
178,1006,pause,2023-09-01 05:48:00,tablet,EU,S7208
149,1005,play,2023-09-01 21:19:00,mobile,EU,S4974
151,1006,play,2023-09-01 01:58:00,desktop,APAC,S1261
162,1006,pause,2023-09-01 08:27:00,desktop,US,S7208
162,1002,pause,2023-09-01 06:50:00,mobile,EU,S6927
110,1010,forward,2023-09-01 09:46:00,mobile,APAC,S4107
139,1001,pause,2023-09-01 15:00:00,tablet,US,S4856
135,1008,forward,2023-09-01 23:07:00,mobile,US,S2679
137,1006,play,2023-09-02 05:28:00,mobile,US,S1599
192,1001,pause,2023-09-02 02:52:00,tablet,US,S9708
178,1010,pause,2023-09-02 20:11:00,tablet,EU,S6601
175,1000,play,2023-09-02 19:38:00,desktop,APAC,S6402
139,1009,skip,2023-09-02 05:10:00,tablet,US,S7794
190,1003,forward,2023-09-02 03:13:00,mobile,APAC,S4107
162,1000,pause,2023-09-02 01:11:00,desktop,EU,S6927
145,1004,skip,2023-09-02 08:13:00,mobile,EU,S7504
189,1005,skip,2023-09-02 14:24:00,desktop,APAC,S6821
161,1007,pause,2023-09-02 02:53:00,desktop,APAC,S5890
111,1000,play,2023-09-02 00:14:00,desktop,APAC,S2363
136,1009,pause,2023-09-02 01:48:00,mobile,EU,S3760
105,1010,skip,2023-09-02 02:27:00,desktop,US,S9146
166,1009,skip,2023-09-02 00:57:00,desktop,EU,S6285
127,1004,play,2023-09-02 04:14:00,tablet,US,S3384
109,1003,play,2023-09-02 05:14:00,tablet,APAC,S4467
198,1004,skip,2023-09-02 08:22:00,tablet,EU,S9140
154,1002,forward,2023-09-02 23:12:00,tablet,EU,S8111
142,1006,play,2023-09-02 02:06:00,desktop,APAC,S8586
153,1008,play,2023-09-02 23:33:00,desktop,APAC,S2363
188,1006,skip,2023-09-02 19:00:00,desktop,EU,S6402
122,1002,forward,2023-09-02 12:16:00,tablet,US,S3034
109,1004,play,2023-09-02 09:15:00,tablet,US,S6821
196,1008,forward,2023-09-02 20:54:00,mobile,EU,S4974
164,1007,forward,2023-09-02 17:49:00,tablet,US,S3760
150,1010,pause,2023-09-03 00:04:00,desktop,EU,S3384
118,1007,skip,2023-09-03 06:01:00,tablet,US,S6285
141,1007,pause,2023-09-03 13:05:00,tablet,US,S7244
153,1005,play,2023-09-03 00:59:00,mobile,APAC,S6917
108,1000,play,2023-09-03 02:13:00,tablet,EU,S9093
188,1000,skip,2023-09-03 10:23:00,desktop,EU,S2098
189,1007,forward,2023-09-03 21:54:00,desktop,EU,S9146
106,1010,skip,2023-09-03 11:20:00,desktop,US,S8111
133,1004,play,2023-09-03 07:39:00,tablet,US,S4012
187,1003,pause,2023-09-03 10:58:00,tablet,US,S4107
120,1005,pause,2023-09-03 19:25:00,desktop,EU,S4467
156,1003,play,2023-09-03 07:05:00,mobile,APAC,S1295
126,1001,forward,2023-09-03 18:54:00,mobile,US,S6601
178,1004,pause,2023-09-03 06:24:00,tablet,US,S6231
172,1006,play,2023-09-03 17:55:00,desktop,APAC,S4467
189,1002,play,2023-09-03 16:00:00,tablet,US,S6661
168,1003,play,2023-09-03 23:47:00,desktop,APAC,S3321
117,1010,play,2023-09-03 21:52:00,desktop,APAC,S2536
134,1003,forward,2023-09-03 22:25:00,desktop,APAC,S9949
123,1000,skip,2023-09-03 21:11:00,mobile,US,S4333
102,1001,forward,2023-09-03 23:43:00,desktop,US,S9949
191,1003,forward,2023-09-03 16:18:00,tablet,US,S9093
110,1004,pause,2023-09-03 02:52:00,mobile,APAC,S1261
196,1003,forward,2023-09-03 20:34:00,tablet,APAC,S3321
160,1007,skip,2023-09-03 23:52:00,tablet,EU,S3034
154,1004,pause,2023-09-04 05:49:00,desktop,EU,S8586
199,1008,pause,2023-09-04 09:15:00,desktop,EU,S3656
169,1007,skip,2023-09-04 16:32:00,tablet,US,S8111
137,1004,play,2023-09-04 13:22:00,desktop,APAC,S4333
197,1007,pause,2023-09-04 03:12:00,desktop,APAC,S7020
174,1004,forward,2023-09-04 02:15:00,desktop,US,S3034
153,1006,forward,2023-09-04 12:22:00,desktop,EU,S9708
158,1000,pause,2023-09-04 22:50:00,tablet,APAC,S6285
166,1001,play,2023-09-04 20:45:00,mobile,APAC,S8764
138,1000,pause,2023-09-04 14:51:00,mobile,APAC,S9949
171,1009,play,2023-09-04 22:26:00,desktop,US,S5890
142,1001,pause,2023-09-04 21:15:00,mobile,EU,S2679
148,1007,forward,2023-09-04 04:29:00,desktop,APAC,S2603
197,1003,play,2023-09-04 02:00:00,mobile,US,S7142
160,1009,forward,2023-09-04 00:45:00,tablet,APAC,S1351
200,1003,forward,2023-09-04 04:11:00,tablet,US,S9949
174,1006,play,2023-09-04 00:39:00,mobile,EU,S6402
190,1002,forward,2023-09-04 21:43:00,desktop,EU,S6917
102,1002,forward,2023-09-04 02:19:00,tablet,APAC,S3225
125,1000,pause,2023-09-04 14:35:00,mobile,EU,S7208
123,1004,pause,2023-09-04 04:51:00,mobile,US,S6402
109,1010,forward,2023-09-04 17:27:00,mobile,EU,S2679
158,1004,play,2023-09-04 17:28:00,mobile,APAC,S5890
140,1004,forward,2023-09-04 16:15:00,tablet,US,S2536
180,1007,skip,2023-09-04 00:49:00,desktop,APAC,S6285
106,1008,pause,2023-09-05 22:54:00,tablet,EU,S8482
124,1010,pause,2023-09-05 02:07:00,tablet,EU,S7208
191,1007,forward,2023-09-05 16:40:00,desktop,EU,S7244
175,1003,pause,2023-09-05 01:04:00,mobile,APAC,S7794
200,1005,play,2023-09-05 02:53:00,desktop,EU,S2098
139,1010,play,2023-09-05 18:59:00,tablet,APAC,S7134
120,1006,forward,2023-09-05 16:56:00,tablet,EU,S7244
181,1008,skip,2023-09-05 16:11:00,tablet,APAC,S7244
197,1009,play,2023-09-05 10:02:00,tablet,APAC,S7617
135,1009,play,2023-09-05 00:08:00,desktop,EU,S4107
196,1009,play,2023-09-05 17:38:00,tablet,US,S4333
104,1009,skip,2023-09-05 10:29:00,mobile,US,S9146
108,1006,pause,2023-09-05 13:23:00,desktop,US,S3321
140,1001,skip,2023-09-05 09:06:00,tablet,US,S4333
188,1010,skip,2023-09-05 07:59:00,tablet,APAC,S7244
183,1005,skip,2023-09-05 02:47:00,mobile,APAC,S4107
131,1008,pause,2023-09-05 20:44:00,desktop,EU,S7244
143,1002,forward,2023-09-05 14:13:00,mobile,US,S8474
164,1002,pause,2023-09-05 08:40:00,mobile,EU,S7794
170,1001,pause,2023-09-05 00:09:00,desktop,EU,S8111
179,1007,skip,2023-09-05 16:52:00,tablet,APAC,S7617
117,1006,play,2023-09-05 00:01:00,tablet,APAC,S4012
189,1008,forward,2023-09-05 17:57:00,mobile,APAC,S7142
117,1005,skip,2023-09-05 09:09:00,desktop,EU,S2536
145,1007,skip,2023-09-05 12:20:00,desktop,APAC,S3760
145,1003,skip,2023-09-06 18:55:00,mobile,EU,S8764
163,1006,pause,2023-09-06 21:47:00,mobile,APAC,S9140
193,1001,pause,2023-09-06 18:32:00,tablet,APAC,S7617
106,1008,forward,2023-09-06 23:55:00,tablet,EU,S8111
135,1007,forward,2023-09-06 16:11:00,tablet,US,S7208
169,1001,pause,2023-09-06 11:00:00,mobile,APAC,S7244
198,1003,forward,2023-09-06 22:51:00,mobile,US,S1261
176,1003,forward,2023-09-06 04:58:00,desktop,APAC,S4012
155,1007,pause,2023-09-06 04:14:00,desktop,US,S4924
146,1005,pause,2023-09-06 14:52:00,tablet,US,S6285
104,1003,forward,2023-09-06 08:30:00,desktop,EU,S6927
196,1005,play,2023-09-06 19:28:00,tablet,EU,S2363
172,1001,skip,2023-09-06 01:39:00,desktop,EU,S6402
123,1003,play,2023-09-06 02:21:00,desktop,EU,S8474
181,1000,play,2023-09-06 08:22:00,desktop,APAC,S8586
186,1009,skip,2023-09-06 16:49:00,desktop,US,S7208
197,1009,play,2023-09-06 11:17:00,desktop,APAC,S4333
109,1000,skip,2023-09-06 17:22:00,desktop,EU,S8474
175,1005,pause,2023-09-06 23:48:00,mobile,US,S6661
159,1002,pause,2023-09-06 01:08:00,mobile,US,S1261
169,1008,play,2023-09-06 18:21:00,tablet,US,S6927
178,1009,forward,2023-09-06 04:38:00,tablet,APAC,S9708
189,1001,pause,2023-09-06 12:27:00,mobile,APAC,S7504
195,1010,play,2023-09-06 11:27:00,tablet,APAC,S6927
163,1006,forward,2023-09-06 21:13:00,tablet,US,S9093
154,1010,skip,2023-09-07 05:49:00,tablet,US,S3760
133,1007,skip,2023-09-07 08:27:00,tablet,US,S3760
123,1003,play,2023-09-07 13:13:00,tablet,EU,S4012
188,1001,pause,2023-09-07 16:15:00,tablet,EU,S9949
152,1005,play,2023-09-07 14:30:00,tablet,APAC,S6601
172,1008,skip,2023-09-07 05:25:00,tablet,US,S3706
146,1003,play,2023-09-07 01:27:00,mobile,APAC,S6402
196,1000,skip,2023-09-07 06:48:00,mobile,APAC,S4107
195,1002,pause,2023-09-07 17:42:00,tablet,APAC,S8111
153,1002,skip,2023-09-07 14:12:00,tablet,APAC,S6661
157,1010,pause,2023-09-07 03:06:00,tablet,EU,S2536
150,1007,play,2023-09-07 18:32:00,tablet,EU,S4333
165,1009,skip,2023-09-07 17:30:00,desktop,EU,S7142
134,1008,play,2023-09-07 12:13:00,desktop,EU,S3384
129,1010,forward,2023-09-07 23:03:00,tablet,APAC,S1295
186,1006,pause,2023-09-07 15:57:00,tablet,EU,S3321
174,1005,play,2023-09-07 19:50:00,desktop,US,S5890
191,1010,pause,2023-09-07 19:37:00,desktop,EU,S2679
151,1001,forward,2023-09-07 07:49:00,desktop,APAC,S8474
119,1000,pause,2023-09-07 21:20:00,tablet,APAC,S9949
125,1010,skip,2023-09-07 02:44:00,mobile,EU,S3656
192,1010,pause,2023-09-07 08:02:00,mobile,EU,S2603
154,1000,play,2023-09-07 07:40:00,mobile,US,S3225
118,1003,skip,2023-09-07 04:50:00,desktop,APAC,S7208
160,1010,skip,2023-09-07 03:09:00,tablet,APAC,S6917
