user_id,content_id,action,timestamp,device,region,session_id
108,1008,play,2023-09-07 18:10:20,desktop,APAC,SID599
116,1005,play,2023-09-07 03:12:15,tablet,APAC,SID976
105,1004,play,2023-09-07 06:18:06,mobile,EU,SID156
116,1004,skip,2023-09-07 18:28:58,mobile,EU,SID451
106,1006,forward,2023-09-07 18:34:01,desktop,US,SID712
105,1004,play,2023-09-07 22:22:04,mobile,US,SID770
107,1005,pause,2023-09-07 22:33:27,desktop,APAC,SID143
111,1008,pause,2023-09-07 20:53:31,desktop,APAC,SID782
105,1007,play,2023-09-07 14:33:20,tablet,US,SID897
115,1000,pause,2023-09-07 14:13:34,tablet,US,SID700
111,1005,pause,2023-09-07 10:10:18,mobile,EU,SID547
111,1009,play,2023-09-07 08:53:11,mobile,EU,SID421
118,1006,skip,2023-09-07 15:35:12,desktop,APAC,SID736
109,1007,pause,2023-09-07 03:21:59,desktop,APAC,SID803
106,1008,pause,2023-09-07 14:48:46,tablet,APAC,SID641
119,1004,pause,2023-09-07 21:45:50,tablet,APAC,SID300
109,1002,forward,2023-09-07 16:22:08,tablet,APAC,SID957
112,1006,skip,2023-09-07 10:51:08,mobile,EU,SID218
108,1009,forward,2023-09-07 03:27:21,mobile,EU,SID751
113,1007,forward,2023-09-07 00:52:28,tablet,EU,SID544
105,1002,skip,2023-09-07 22:09:43,tablet,US,SID879
119,1002,pause,2023-09-07 13:36:04,mobile,EU,SID104
102,1009,play,2023-09-07 04:35:53,mobile,EU,SID853
112,1001,forward,2023-09-07 20:42:46,tablet,EU,SID789
116,1002,forward,2023-09-07 19:12:55,tablet,APAC,SID901
106,1008,forward,2023-09-07 08:38:54,desktop,US,SID603
101,1004,pause,2023-09-07 19:56:04,tablet,US,SID285
