user_id,content_id,action,timestamp,device,region,session_id
110,1000,play,2023-09-04 13:16:39,desktop,EU,SID619
110,1009,pause,2023-09-04 14:55:01,desktop,APAC,SID246
102,1001,pause,2023-09-04 09:15:11,desktop,APAC,SID672
112,1006,pause,2023-09-04 10:45:16,desktop,EU,SID939
103,1009,pause,2023-09-04 19:39:37,desktop,EU,SID187
102,1005,forward,2023-09-04 08:20:41,desktop,US,SID328
110,1007,play,2023-09-04 01:33:56,tablet,EU,SID138
116,1005,play,2023-09-04 16:53:50,tablet,US,SID947
114,1003,pause,2023-09-04 11:07:23,desktop,APAC,SID155
115,1001,play,2023-09-04 14:56:12,tablet,APAC,SID712
108,1005,skip,2023-09-04 04:12:37,desktop,APAC,SID105
104,1006,play,2023-09-04 08:42:10,mobile,US,SID619
119,1004,skip,2023-09-04 02:17:56,desktop,EU,SID539
111,1001,forward,2023-09-04 19:44:38,tablet,US,SID450
107,1007,skip,2023-09-04 09:39:24,desktop,US,SID338
106,1001,forward,2023-09-04 18:36:30,mobile,US,SID901
107,1008,pause,2023-09-04 12:54:09,mobile,US,SID768
100,1007,pause,2023-09-04 00:39:26,tablet,APAC,SID481
114,1004,play,2023-09-04 05:06:29,desktop,EU,SID643
114,1000,skip,2023-09-04 00:58:21,desktop,EU,SID236
109,1002,play,2023-09-04 12:27:32,desktop,APAC,SID908
