user_id,content_id,action,timestamp,device,region,session_id
110,1002,pause,2023-09-03 06:40:00,desktop,EU,SID222
118,1001,forward,2023-09-03 03:23:25,tablet,US,SID134
117,1004,forward,2023-09-03 22:46:27,tablet,US,SID947
116,1007,pause,2023-09-03 03:09:23,desktop,APAC,SID394
113,1005,forward,2023-09-03 15:52:08,mobile,EU,SID854
114,1006,skip,2023-09-03 05:27:39,mobile,APAC,SID578
100,1008,play,2023-09-03 20:42:10,mobile,APAC,SID411
109,1000,pause,2023-09-03 06:51:54,mobile,US,SID142
108,1005,play,2023-09-03 20:33:45,desktop,APAC,SID275
119,1005,forward,2023-09-03 15:09:27,mobile,APAC,SID694
112,1002,forward,2023-09-03 22:12:31,mobile,EU,SID569
101,1001,forward,2023-09-03 03:35:55,mobile,EU,SID139
107,1000,forward,2023-09-03 01:54:32,tablet,APAC,SID322
105,1001,pause,2023-09-03 01:00:57,mobile,US,SID446
112,1005,forward,2023-09-03 12:31:30,tablet,US,SID501
103,1008,play,2023-09-03 16:32:11,tablet,APAC,SID159
115,1008,play,2023-09-03 15:25:29,mobile,EU,SID128
112,1008,play,2023-09-03 16:31:31,tablet,EU,SID603
114,1003,pause,2023-09-03 08:57:28,mobile,EU,SID985
104,1005,pause,2023-09-03 22:05:54,mobile,APAC,SID570
113,1000,pause,2023-09-03 23:59:16,mobile,US,SID427
107,1007,skip,2023-09-03 21:00:39,tablet,US,SID927
110,1007,pause,2023-09-03 06:18:55,mobile,US,SID213
102,1009,forward,2023-09-03 05:25:00,mobile,EU,SID938
107,1008,forward,2023-09-03 00:06:48,desktop,EU,SID437
106,1002,play,2023-09-03 11:44:15,desktop,US,SID814
