user_id,content_id,action,timestamp,device,region,session_id
116,1007,pause,2023-09-05 08:44:05,tablet,EU,SID336
100,1006,pause,2023-09-05 23:27:27,desktop,US,SID310
118,1003,pause,2023-09-05 07:48:30,tablet,US,SID665
116,1007,play,2023-09-05 12:37:11,mobile,APAC,SID551
114,1002,forward,2023-09-05 22:36:48,tablet,US,SID583
113,1008,forward,2023-09-05 03:08:26,mobile,EU,SID661
107,1007,pause,2023-09-05 07:08:44,desktop,US,SID740
100,1001,skip,2023-09-05 20:24:15,desktop,US,SID158
114,1009,pause,2023-09-05 23:06:32,mobile,APAC,SID950
105,1007,pause,2023-09-05 05:01:16,mobile,US,SID859
111,1003,play,2023-09-05 20:26:11,tablet,EU,SID899
107,1000,forward,2023-09-05 07:06:33,desktop,APAC,SID903
119,1001,play,2023-09-05 00:03:41,tablet,EU,SID696
110,1000,skip,2023-09-05 20:28:19,desktop,EU,SID328
112,1008,skip,2023-09-05 09:01:41,mobile,EU,SID954
111,1002,skip,2023-09-05 16:13:17,mobile,APAC,SID752
110,1004,play,2023-09-05 16:25:04,desktop,US,SID558
107,1004,play,2023-09-05 23:18:43,tablet,US,SID907
107,1001,forward,2023-09-05 01:03:38,desktop,EU,SID201
103,1004,forward,2023-09-05 12:45:06,desktop,EU,SID167
118,1001,skip,2023-09-05 13:04:50,desktop,US,SID604
118,1006,forward,2023-09-05 17:00:43,mobile,APAC,SID576
100,1000,play,2023-09-05 01:09:45,mobile,US,SID987
119,1005,play,2023-09-05 10:11:47,tablet,US,SID414
108,1008,play,2023-09-05 18:31:33,tablet,APAC,SID523
111,1006,forward,2023-09-05 07:46:47,tablet,US,SID778
100,1008,play,2023-09-05 12:36:32,desktop,APAC,SID968
103,1000,skip,2023-09-05 23:02:38,mobile,EU,SID457
111,1003,play,2023-09-05 18:56:45,desktop,EU,SID914
