user_id,content_id,action,timestamp,device,region,session_id
113,1004,pause,2023-09-01 03:06:39,mobile,US,SID974
101,1005,skip,2023-09-01 04:33:57,mobile,EU,SID753
116,1002,play,2023-09-01 22:50:41,tablet,US,SID410
116,1008,forward,2023-09-01 00:41:08,mobile,APAC,SID560
112,1004,forward,2023-09-01 10:25:00,desktop,US,SID126
111,1007,pause,2023-09-01 20:52:14,desktop,EU,SID891
105,1003,forward,2023-09-01 05:00:08,mobile,APAC,SID172
119,1008,skip,2023-09-01 16:43:59,mobile,APAC,SID391
103,1007,pause,2023-09-01 18:16:57,tablet,APAC,SID204
102,1008,forward,2023-09-01 05:03:22,tablet,US,SID333
101,1003,play,2023-09-01 09:38:11,desktop,APAC,SID705
107,1006,pause,2023-09-01 21:53:09,desktop,APAC,SID573
109,1009,forward,2023-09-01 05:09:18,desktop,APAC,SID662
118,1009,play,2023-09-01 21:49:47,desktop,EU,SID544
116,1003,forward,2023-09-01 18:14:34,tablet,EU,SID231
119,1006,pause,2023-09-01 23:24:58,desktop,EU,SID502
105,1001,play,2023-09-01 09:12:29,desktop,EU,SID748
104,1004,forward,2023-09-01 08:37:10,desktop,US,SID686
103,1003,pause,2023-09-01 00:48:16,mobile,EU,SID394
107,1007,pause,2023-09-01 03:55:05,mobile,US,SID278
112,1001,forward,2023-09-01 16:05:32,mobile,APAC,SID552
101,1000,skip,2023-09-01 15:30:09,tablet,APAC,SID999
103,1005,play,2023-09-01 21:05:40,desktop,APAC,SID335
111,1007,play,2023-09-01 09:23:05,tablet,EU,SID792
119,1007,play,2023-09-01 01:03:33,mobile,APAC,SID230
119,1007,pause,2023-09-01 15:53:18,mobile,EU,SID245
105,1005,play,2023-09-01 23:31:51,mobile,APAC,SID704
105,1003,pause,2023-09-01 12:45:05,tablet,EU,SID882
114,1008,pause,2023-09-01 11:02:38,desktop,APAC,SID228
100,1009,forward,2023-09-01 18:27:46,desktop,APAC,SID373
