user_id,content_id,action,timestamp,device,region,session_id
158,1002,play,2023-09-02 01:41:00,desktop,APAC,S4198
170,1001,pause,2023-09-02 19:11:00,tablet,EU,S9278
192,1001,pause,2023-09-02 15:34:00,desktop,EU,S1078
159,1005,skip,2023-09-02 09:15:00,tablet,APAC,S5110
170,1005,pause,2023-09-02 19:21:00,tablet,US,S3008
161,1003,play,2023-09-02 21:58:00,mobile,EU,S3515
159,1007,skip,2023-09-02 06:05:00,mobile,EU,S2406
108,1000,play,2023-09-02 16:30:00,tablet,APAC,S4751
107,1001,pause,2023-09-02 05:19:00,mobile,EU,S1066
176,1010,skip,2023-09-02 23:51:00,tablet,EU,S4133
134,1005,play,2023-09-02 17:43:00,desktop,APAC,S8031
159,1004,pause,2023-09-02 16:45:00,desktop,APAC,S5110
197,1006,play,2023-09-02 21:43:00,tablet,EU,S3109
185,1000,play,2023-09-02 11:05:00,tablet,EU,S4133
137,1006,play,2023-09-02 13:04:00,tablet,US,S4751
161,1010,forward,2023-09-02 16:34:00,mobile,EU,S3515
100,1007,play,2023-09-02 18:25:00,tablet,EU,S6650
108,1006,forward,2023-09-02 06:27:00,tablet,EU,S3570
113,1003,skip,2023-09-02 12:46:00,tablet,US,S5110
149,1002,play,2023-09-02 08:26:00,mobile,US,S2406
101,1003,skip,2023-09-02 19:30:00,desktop,APAC,S3655
194,1001,skip,2023-09-02 23:42:00,mobile,US,S3339
159,1003,pause,2023-09-02 00:37:00,mobile,US,S7045
105,1002,play,2023-09-02 23:25:00,tablet,APAC,S9685
128,1009,forward,2023-09-02 18:26:00,desktop,US,S9888
