180,1003,play,2023-09-07 14:01:50,mobile,US,B2N
182,1004,pause,2023-09-07 14:03:00,desktop,EU,B2N
181,1005,skip,2023-09-07 14:05:10,tablet,APAC,C3O
179,1006,forward,2023-09-07 14:07:20,mobile,US,C3O
183,1007,play,2023-09-07 14:09:30,desktop,EU,D4P
185,1008,pause,2023-09-07 14:11:40,tablet,APAC,D4P
180,1009,skip,2023-09-07 14:13:50,mobile,US,B2N
182,1010,forward,2023-09-07 14:15:00,desktop,EU,B2N
181,1000,play,2023-09-07 14:17:10,tablet,APAC,C3O
179,1001,pause,2023-09-07 14:19:20,mobile,US,C3O
183,1002,skip,2023-09-07 14:21:30,desktop,EU,D4P
185,1003,forward,2023-09-07 14:23:40,tablet,APAC,D4P
180,1004,play,2023-09-07 14:25:50,mobile,US,B2N
182,1005,pause,2023-09-07 14:27:00,desktop,EU,B2N
181,1006,skip,2023-09-07 14:29:10,tablet,APAC,C3O
179,1007,forward,2023-09-07 14:31:20,mobile,US,C3O
183,1008,play,2023-09-07 14:33:30,desktop,EU,D4P
185,1009,pause,2023-09-07 14:35:40,tablet,APAC,D4P
180,1010,skip,2023-09-07 14:37:50,mobile,US,B2N
182,1000,forward,2023-09-07 14:39:00,desktop,EU,B2N
