150,1009,play,2023-09-04 11:01:10,mobile,US,Q1W
152,1010,pause,2023-09-04 11:03:20,desktop,EU,Q1W
151,1000,skip,2023-09-04 11:05:30,tablet,APAC,E2R
149,1001,forward,2023-09-04 11:07:40,mobile,US,E2R
153,1002,play,2023-09-04 11:09:50,desktop,EU,T3Y
155,1003,pause,2023-09-04 11:11:00,tablet,APAC,T3Y
150,1004,skip,2023-09-04 11:13:10,mobile,US,Q1W
152,1005,forward,2023-09-04 11:15:20,desktop,EU,Q1W
151,1006,play,2023-09-04 11:17:30,tablet,APAC,E2R
149,1007,pause,2023-09-04 11:19:40,mobile,US,E2R
153,1008,skip,2023-09-04 11:21:50,desktop,EU,T3Y
155,1009,forward,2023-09-04 11:23:00,tablet,APAC,T3Y
150,1010,play,2023-09-04 11:25:10,mobile,US,Q1W
152,1000,pause,2023-09-04 11:27:20,desktop,EU,Q1W
151,1001,skip,2023-09-04 11:29:30,tablet,APAC,E2R
149,1002,forward,2023-09-04 11:31:40,mobile,US,E2R
153,1003,play,2023-09-04 11:33:50,desktop,EU,T3Y
155,1004,pause,2023-09-04 11:35:00,tablet,APAC,T3Y
150,1005,skip,2023-09-04 11:37:10,mobile,US,Q1W
152,1006,forward,2023-09-04 11:39:20,desktop,EU,Q1W
