user_id,content_id,action,timestamp,device,region,session_id
130,1010,play,2023-09-04 18:51:00,mobile,APAC,S2863
173,1004,play,2023-09-04 12:26:00,tablet,APAC,S9321
170,1002,skip,2023-09-04 16:34:00,tablet,EU,S3109
164,1000,play,2023-09-04 22:03:00,desktop,EU,S2707
126,1001,skip,2023-09-04 00:30:00,mobile,APAC,S3109
164,1005,play,2023-09-04 21:06:00,desktop,APAC,S4962
199,1010,forward,2023-09-04 06:42:00,tablet,EU,S8031
128,1008,forward,2023-09-04 00:20:00,tablet,US,S1066
154,1005,forward,2023-09-04 07:54:00,desktop,US,S3655
119,1002,skip,2023-09-04 20:12:00,mobile,APAC,S5110
154,1009,play,2023-09-04 02:05:00,mobile,APAC,S5472
161,1007,skip,2023-09-04 10:10:00,mobile,US,S9318
164,1008,skip,2023-09-04 13:27:00,desktop,APAC,S1078
101,1004,play,2023-09-04 05:07:00,mobile,US,S9685
134,1007,forward,2023-09-04 12:00:00,tablet,EU,S5056
198,1003,play,2023-09-04 12:07:00,mobile,US,S2707
162,1005,skip,2023-09-04 15:34:00,mobile,EU,S2581
161,1009,forward,2023-09-04 22:18:00,tablet,APAC,S5056
157,1001,skip,2023-09-04 14:01:00,mobile,EU,S3008
115,1007,forward,2023-09-04 17:13:00,desktop,EU,S2046
172,1008,forward,2023-09-04 19:49:00,tablet,EU,S9318
185,1005,pause,2023-09-04 22:06:00,mobile,EU,S1828
144,1003,play,2023-09-04 03:48:00,desktop,APAC,S4751
122,1004,forward,2023-09-04 08:53:00,tablet,APAC,S7045
174,1004,skip,2023-09-04 07:58:00,tablet,US,S4198
